event_id,po_id,worker_id,time_start,intent,item,quantity,unit,lot_code,supplier,in_reply_to,utterance
EVT-S0384,PO-5215,W-17,2026-09-09T07:40:40+00:00,receive,limes,16,cases,L5215-77,Fresh Farms,,"receiving 16 cases of limes, lot L5215-77, from Fresh Farms"
EVT-S0385,PO-5216,W-19,2026-09-12T09:09:13+00:00,receive,iceberg,12,cases,I5216-19,Coastal Crisp 5,,"receiving 12 cases of iceberg, lot I5216-19, from Coastal Crisp 5"
EVT-S0386,PO-5217,W-19,2026-09-10T09:35:57+00:00,receive,beets,40,cases,B5217-12,Blue Mesa Farms,,"receiving 40 cases of beets, lot B5217-12, from Blue Mesa Farms"
EVT-S0387,PO-5217,W-19,2026-09-10T09:35:57+00:00,receive,lemons,20,cases,L5217-60,Blue Mesa Farms,,"receiving 20 cases of lemons, lot L5217-60, from Blue Mesa Farms"
EVT-S0388,PO-5218,W-19,2026-09-12T09:45:10+00:00,receive,avocado,60,cases,A5218-52,Harbor Greens,,"receiving 60 cases of avocado, lot A5218-52, from Harbor Greens"
EVT-S0389,PO-5219,W-19,2026-09-08T13:30:08+00:00,receive,iceberg,40,cases,I5219-16,Sierra Packing 3,,"receiving 40 cases of iceberg, lot I5219-16, from Sierra Packing 3"
EVT-S0390,PO-5220,W-19,2026-09-07T09:10:53+00:00,receive,herbs,48,cases,H5220-51,Fresh Farms,,"receiving 48 cases of herbs, lot H5220-51, from Fresh Farms"
EVT-S0391,PO-5221,W-18,2026-09-07T09:31:50+00:00,receive,broccoli,48,cases,B5221-65,Sunridge Organics 7,,"receiving 48 cases of broccoli, lot B5221-65, from Sunridge Organics 7"
EVT-S0392,PO-5222,W-19,2026-09-07T12:11:42+00:00,receive,strawberries,16,cases,S5222-20,Pacific Pack,,"receiving 16 cases of strawberries, lot S5222-20, from Pacific Pack"
EVT-S0393,PO-5223,W-17,2026-09-08T10:26:45+00:00,receive,spinach,16,cases,S5223-21,Red River Produce 3,,"receiving 16 cases of spinach, lot S5223-21, from Red River Produce 3"
EVT-S0394,PO-5224,W-18,2026-09-07T09:49:28+00:00,receive,romaine,48,cases,R5224-67,Valley Mist,,"receiving 48 cases of romaine, lot R5224-67, from Valley Mist"
EVT-S0395,PO-5224,W-18,2026-09-07T09:49:28+00:00,receive,broccoli,60,cases,B5224-62,Valley Mist,,"receiving 60 cases of broccoli, lot B5224-62, from Valley Mist"
EVT-S0396,PO-5225,W-19,2026-09-07T07:57:22+00:00,receive,kale,48,cases,K5225-11,Harbor Greens,,"receiving 48 cases of kale, lot K5225-11, from Harbor Greens"
EVT-S0397,PO-5226,W-19,2026-09-08T10:30:49+00:00,receive,limes,54,cases,L5226-97,Fresh Farms,,"receiving 54 cases of limes, lot L5226-97, from Fresh Farms"
EVT-S0398,PO-5227,W-18,2026-09-08T08:23:17+00:00,receive,strawberries,30,cases,S5227-63,CoolChain Farms,,"receiving 30 cases of strawberries, lot S5227-63, from CoolChain Farms"
EVT-S0399,PO-5227,W-18,2026-09-08T08:23:17+00:00,receive,spinach,16,cases,S5227-56,CoolChain Farms,,"receiving 16 cases of spinach, lot S5227-56, from CoolChain Farms"
EVT-S0400,PO-5228,W-19,2026-09-08T09:18:46+00:00,receive,tomatoes,20,cases,T5228-48,Valley Mist 2,,"receiving 20 cases of tomatoes, lot T5228-48, from Valley Mist 2"
EVT-S0401,PO-5229,W-18,2026-09-07T10:34:21+00:00,receive,kale,40,cases,K5229-65,Coastal Crisp 4,,"receiving 40 cases of kale, lot K5229-65, from Coastal Crisp 4"
EVT-S0402,PO-5230,W-17,2026-09-11T14:32:41+00:00,receive,carrots,14,cases,C5230-50,Fresh Farms 7,,"receiving 14 cases of carrots, lot C5230-50, from Fresh Farms 7"
EVT-S0403,PO-5232,W-17,2026-09-08T14:10:50+00:00,receive,strawberries,60,cases,S5232-33,Pacific Pack,,"receiving 60 cases of strawberries, lot S5232-33, from Pacific Pack"
EVT-S0404,PO-5233,W-18,2026-09-10T11:53:01+00:00,receive,strawberries,30,cases,S5233-98,Sunridge Organics 6,,"receiving 30 cases of strawberries, lot S5233-98, from Sunridge Organics 6"
EVT-S0405,PO-5234,W-19,2026-09-07T14:26:50+00:00,receive,celery,24,cases,C5234-42,Blue Mesa Farms 3,,"receiving 24 cases of celery, lot C5234-42, from Blue Mesa Farms 3"
EVT-S0406,PO-5235,W-17,2026-09-10T13:18:27+00:00,receive,carrots,38,cases,C5235-79,Sierra Packing 3,,"receiving 38 cases of carrots, lot C5235-79, from Sierra Packing 3"
EVT-S0407,PO-5235,W-17,2026-09-10T13:21:27+00:00,confirm_discrepancy,carrots,38,cases,C5235-79,Sierra Packing 3,CLQ-RCV-5235-CAR,"yeah that's right, only 38 on the pallet, not 48"
EVT-S0408,PO-5236,W-19,2026-09-07T15:27:23+00:00,receive,radish,16,cases,R5236-41,Harbor Greens 2,,"receiving 16 cases of radish, lot R5236-41, from Harbor Greens 2"
EVT-S0409,PO-5237,W-17,2026-09-10T10:13:10+00:00,receive,cucumbers,48,cases,C5237-52,High Desert Growers 2,,"receiving 48 cases of cucumbers, lot C5237-52, from High Desert Growers 2"
EVT-S0410,PO-5238,W-18,2026-09-12T10:52:06+00:00,receive,corn,60,cases,C5238-84,Fresh Farms,,"receiving 60 cases of corn, lot C5238-84, from Fresh Farms"
EVT-S0411,PO-5239,W-18,2026-09-10T09:05:28+00:00,receive,carrots,60,cases,C5239-29,Valley Mist,,"receiving 60 cases of carrots, lot C5239-29, from Valley Mist"
EVT-S0412,PO-5240,W-18,2026-09-08T07:24:30+00:00,receive,romaine,20,cases,R5240-54,Fresh Farms,,"receiving 20 cases of romaine, lot R5240-54, from Fresh Farms"
EVT-S0413,PO-5241,W-18,2026-09-08T11:05:50+00:00,receive,romaine,50,cases,R5241-50,Berry Grove Co,,"receiving 50 cases of romaine, lot R5241-50, from Berry Grove Co"
EVT-S0414,PO-5242,W-17,2026-09-07T07:34:51+00:00,receive,cucumbers,20,cases,C5242-41,Prairie Lot 2,,"receiving 20 cases of cucumbers, lot C5242-41, from Prairie Lot 2"
EVT-S0415,PO-5243,W-18,2026-09-09T11:54:10+00:00,receive,strawberries,48,cases,S5243-90,CoolChain Farms,,"receiving 48 cases of strawberries, lot S5243-90, from CoolChain Farms"
EVT-S0416,PO-5244,W-17,2026-09-07T12:39:42+00:00,receive,green beans,50,cases,,High Desert Growers,,"receiving 50 cases of green beans from High Desert Growers, slip has no lot code"
EVT-S0417,PO-5245,W-17,2026-09-09T10:31:00+00:00,receive,onions,16,cases,O5245-83,Harbor Greens 2,,"receiving 16 cases of onions, lot O5245-83, from Harbor Greens 2"
EVT-S0418,PO-5246,W-18,2026-09-07T14:38:34+00:00,receive,romaine,50,cases,R5246-77,Berry Grove Co,,"receiving 50 cases of romaine, lot R5246-77, from Berry Grove Co"
EVT-S0419,PO-5247,W-18,2026-09-12T09:52:38+00:00,receive,kale,50,cases,K5247-89,Pacific Pack,,"receiving 50 cases of kale, lot K5247-89, from Pacific Pack"
EVT-S0420,PO-5248,W-19,2026-09-07T12:56:45+00:00,receive,peppers,40,cases,P5248-25,Harbor Greens 3,,"receiving 40 cases of peppers, lot P5248-25, from Harbor Greens 3"
EVT-S0421,PO-5249,W-17,2026-09-08T08:11:11+00:00,receive,avocado,20,cases,A5249-83,Valley Mist,,"receiving 20 cases of avocado, lot A5249-83, from Valley Mist"
EVT-S0422,PO-5250,W-19,2026-09-08T08:47:31+00:00,receive,beets,20,cases,B5250-81,Pacific Pack 2,,"receiving 20 cases of beets, lot B5250-81, from Pacific Pack 2"
EVT-S0423,PO-5251,W-18,2026-09-07T09:39:08+00:00,receive,asparagus,12,cases,A5251-72,Berry Grove Co,,"receiving 12 cases of asparagus, lot A5251-72, from Berry Grove Co"
EVT-S0424,PO-5252,W-19,2026-09-07T14:09:24+00:00,receive,avocado,50,cases,A5252-66,Blue Mesa Farms 6,,"receiving 50 cases of avocado, lot A5252-66, from Blue Mesa Farms 6"
EVT-S0425,PO-5253,W-17,2026-09-09T07:54:36+00:00,receive,spinach,60,cases,S5253-46,Fresh Farms,,"receiving 60 cases of spinach, lot S5253-46, from Fresh Farms"
EVT-S0426,PO-5254,W-18,2026-09-07T11:06:36+00:00,receive,romaine,16,cases,R5254-44,CoolChain Farms 3,,"receiving 16 cases of romaine, lot R5254-44, from CoolChain Farms 3"
EVT-S0427,PO-5255,W-17,2026-09-11T14:13:23+00:00,receive,tomatoes,24,cases,T5255-64,Blue Mesa Farms,,"receiving 24 cases of tomatoes, lot T5255-64, from Blue Mesa Farms"
EVT-S0428,PO-5256,W-18,2026-09-07T14:16:41+00:00,receive,romaine,30,cases,R5256-54,Pacific Pack 3,,"receiving 30 cases of romaine, lot R5256-54, from Pacific Pack 3"
EVT-S0429,PO-5257,W-17,2026-09-11T07:56:28+00:00,receive,strawberries,30,cases,S5257-31,Blue Mesa Farms 4,,"receiving 30 cases of strawberries, lot S5257-31, from Blue Mesa Farms 4"
EVT-S0430,PO-5258,W-17,2026-09-10T13:53:13+00:00,receive,blueberries,60,cases,B5258-31,Berry Grove Co 4,,"receiving 60 cases of blueberries, lot B5258-31, from Berry Grove Co 4"
EVT-S0431,PO-5259,W-18,2026-09-08T13:12:18+00:00,receive,blueberries,16,cases,B5259-62,GreenLeaf Produce,,"receiving 16 cases of blueberries, lot B5259-62, from GreenLeaf Produce"
EVT-S0432,PO-5260,W-17,2026-09-12T15:40:17+00:00,receive,romaine,20,cases,R5260-51,Harbor Greens 4,,"receiving 20 cases of romaine, lot R5260-51, from Harbor Greens 4"
EVT-S0433,PO-5261,W-18,2026-09-11T13:41:53+00:00,receive,celery,48,cases,C5261-58,Red River Produce 2,,"receiving 48 cases of celery, lot C5261-58, from Red River Produce 2"
EVT-S0434,PO-5261,W-18,2026-09-11T13:41:53+00:00,receive,tomatoes,16,cases,T5261-61,Red River Produce 2,,"receiving 16 cases of tomatoes, lot T5261-61, from Red River Produce 2"
EVT-S0435,PO-5262,W-18,2026-09-09T09:34:44+00:00,receive,iceberg,12,cases,I5262-21,GreenLeaf Produce 6,,"receiving 12 cases of iceberg, lot I5262-21, from GreenLeaf Produce 6"
EVT-S0436,PO-5263,W-18,2026-09-10T11:06:40+00:00,receive,cabbage,42,cases,C5263-64,Sunridge Organics 2,,"receiving 42 cases of cabbage, lot C5263-64, from Sunridge Organics 2"
EVT-S0437,PO-5263,W-18,2026-09-10T11:09:40+00:00,confirm_discrepancy,cabbage,42,cases,C5263-64,Sunridge Organics 2,CLQ-RCV-5263-CAB,"yeah that's right, only 42 on the pallet, not 48"
EVT-S0438,PO-5264,W-18,2026-09-11T11:25:17+00:00,receive,broccoli,50,cases,B5264-53,CoolChain Farms,,"receiving 50 cases of broccoli, lot B5264-53, from CoolChain Farms"
EVT-S0439,PO-5265,W-19,2026-09-11T13:42:03+00:00,receive,tomatoes,16,cases,T5265-30,Fresh Farms,,"receiving 16 cases of tomatoes, lot T5265-30, from Fresh Farms"
EVT-S0440,PO-5266,W-19,2026-09-09T07:12:27+00:00,receive,green beans,30,cases,G5266-30,Berry Grove Co,,"receiving 30 cases of green beans, lot G5266-30, from Berry Grove Co"
EVT-S0441,PO-5267,W-18,2026-09-11T14:40:17+00:00,receive,kale,20,cases,K5267-16,Fresh Farms,,"receiving 20 cases of kale, lot K5267-16, from Fresh Farms"
EVT-S0442,PO-5268,W-17,2026-09-08T09:48:46+00:00,receive,romaine,16,cases,R5268-10,Blue Mesa Farms 2,,"receiving 16 cases of romaine, lot R5268-10, from Blue Mesa Farms 2"
EVT-S0443,PO-5269,W-19,2026-09-07T07:51:08+00:00,receive,romaine,36,cases,R5269-64,GreenLeaf Produce 2,,"receiving 36 cases of romaine, lot R5269-64, from GreenLeaf Produce 2"
EVT-S0444,PO-5270,W-17,2026-09-10T11:16:04+00:00,receive,romaine,40,cases,R5270-57,Berry Grove Co,,"receiving 40 cases of romaine, lot R5270-57, from Berry Grove Co"
EVT-S0445,PO-5271,W-17,2026-09-11T08:22:24+00:00,receive,peppers,8,cases,P5271-82,Sunridge Organics 3,,"receiving 8 cases of peppers, lot P5271-82, from Sunridge Organics 3"
EVT-S0446,PO-5272,W-19,2026-09-07T12:44:10+00:00,receive,corn,48,cases,C5272-88,Coastal Crisp,,"receiving 48 cases of corn, lot C5272-88, from Coastal Crisp"
EVT-S0447,PO-5273,W-17,2026-09-10T14:32:13+00:00,receive,romaine,40,cases,R5273-64,Fresh Farms,,"receiving 40 cases of romaine, lot R5273-64, from Fresh Farms"
EVT-S0448,PO-5273,W-17,2026-09-10T14:35:13+00:00,confirm_discrepancy,romaine,40,cases,R5273-64,Fresh Farms,CLQ-RCV-5273-ROM,"yeah that's right, only 40 on the pallet, not 48"
EVT-S0449,PO-5273,W-17,2026-09-10T14:32:13+00:00,receive,spinach,14,cases,S5273-45,Fresh Farms,,"receiving 14 cases of spinach, lot S5273-45, from Fresh Farms"
EVT-S0450,PO-5273,W-17,2026-09-10T14:35:13+00:00,confirm_discrepancy,spinach,14,cases,S5273-45,Fresh Farms,CLQ-RCV-5273-SPI,"yeah that's right, only 14 on the pallet, not 20"
EVT-S0451,PO-5274,W-19,2026-09-10T09:19:35+00:00,receive,lettuce,12,cases,L5274-94,GreenLeaf Produce 2,,"receiving 12 cases of lettuce, lot L5274-94, from GreenLeaf Produce 2"
EVT-S0452,PO-5275,W-17,2026-09-11T08:57:33+00:00,receive,spinach,12,cases,S5275-40,CoolChain Farms 2,,"receiving 12 cases of spinach, lot S5275-40, from CoolChain Farms 2"
EVT-S0453,PO-5276,W-19,2026-09-09T08:09:15+00:00,receive,green beans,12,cases,G5276-56,North Fork Cold,,"receiving 12 cases of green beans, lot G5276-56, from North Fork Cold"
EVT-S0454,PO-5276,W-19,2026-09-09T08:09:15+00:00,receive,beets,20,cases,B5276-59,North Fork Cold,,"receiving 20 cases of beets, lot B5276-59, from North Fork Cold"
EVT-S0455,PO-5277,W-19,2026-09-11T12:03:26+00:00,receive,iceberg,16,cases,I5277-12,Valley Mist,,"receiving 16 cases of iceberg, lot I5277-12, from Valley Mist"
EVT-S0456,PO-5278,W-17,2026-09-09T07:19:16+00:00,receive,avocado,30,cases,A5278-90,Berry Grove Co,,"receiving 30 cases of avocado, lot A5278-90, from Berry Grove Co"
EVT-S0457,PO-5279,W-18,2026-09-10T13:44:26+00:00,receive,blueberries,20,cases,B5279-45,High Desert Growers,,"receiving 20 cases of blueberries, lot B5279-45, from High Desert Growers"
EVT-S0458,PO-5279,W-18,2026-09-10T13:44:26+00:00,receive,romaine,16,cases,R5279-75,High Desert Growers,,"receiving 16 cases of romaine, lot R5279-75, from High Desert Growers"
EVT-S0459,PO-5280,W-18,2026-09-12T15:30:51+00:00,receive,celery,16,cases,C5280-49,Fresh Farms,,"receiving 16 cases of celery, lot C5280-49, from Fresh Farms"
EVT-S0460,PO-5281,W-17,2026-09-10T13:25:54+00:00,receive,tomatoes,50,cases,T5281-88,Berry Grove Co,,"receiving 50 cases of tomatoes, lot T5281-88, from Berry Grove Co"
EVT-S0461,PO-5281,W-17,2026-09-10T13:25:54+00:00,receive,carrots,30,cases,C5281-95,Berry Grove Co,,"receiving 30 cases of carrots, lot C5281-95, from Berry Grove Co"
EVT-S0462,PO-5282,W-19,2026-09-10T13:31:11+00:00,receive,romaine,44,cases,R5282-76,Fresh Farms,,"receiving 44 cases of romaine, lot R5282-76, from Fresh Farms"
EVT-S0463,PO-5282,W-19,2026-09-10T13:31:11+00:00,receive,blueberries,26,cases,B5282-57,Fresh Farms,,"receiving 26 cases of blueberries, lot B5282-57, from Fresh Farms"
EVT-S0464,PO-5283,W-17,2026-09-07T13:51:55+00:00,receive,romaine,48,cases,R5283-44,GreenLeaf Produce,,"receiving 48 cases of romaine, lot R5283-44, from GreenLeaf Produce"
EVT-S0465,PO-5284,W-19,2026-09-09T09:26:45+00:00,receive,tomatoes,40,cases,T5284-17,Berry Grove Co 7,,"receiving 40 cases of tomatoes, lot T5284-17, from Berry Grove Co 7"
EVT-S0466,PO-5284,W-19,2026-09-09T09:26:45+00:00,receive,iceberg,20,cases,I5284-57,Berry Grove Co 7,,"receiving 20 cases of iceberg, lot I5284-57, from Berry Grove Co 7"
EVT-S0467,PO-5285,W-19,2026-09-07T13:47:06+00:00,receive,strawberries,56,cases,S5285-15,Pacific Pack 5,,"receiving 56 cases of strawberries, lot S5285-15, from Pacific Pack 5"
EVT-S0468,PO-5285,W-19,2026-09-07T13:50:06+00:00,confirm_discrepancy,strawberries,56,cases,S5285-15,Pacific Pack 5,CLQ-RCV-5285-STR,"yeah that's right, only 56 on the pallet, not 60"
EVT-S0469,PO-5286,W-18,2026-09-11T07:18:15+00:00,receive,romaine,12,cases,R5286-80,Fresh Farms,,"receiving 12 cases of romaine, lot R5286-80, from Fresh Farms"
EVT-S0470,PO-5287,W-17,2026-09-11T13:17:47+00:00,receive,avocado,40,cases,A5287-44,Coastal Crisp 2,,"receiving 40 cases of avocado, lot A5287-44, from Coastal Crisp 2"
EVT-S0471,PO-5288,W-19,2026-09-11T12:04:23+00:00,receive,strawberries,60,cases,S5288-15,Fresh Farms,,"receiving 60 cases of strawberries, lot S5288-15, from Fresh Farms"
EVT-S0472,PO-5289,W-18,2026-09-12T07:47:56+00:00,receive,spinach,16,cases,S5289-80,Sunridge Organics,,"receiving 16 cases of spinach, lot S5289-80, from Sunridge Organics"
EVT-S0473,PO-5290,W-18,2026-09-09T10:20:12+00:00,receive,strawberries,40,cases,S5290-85,GreenLeaf Produce,,"receiving 40 cases of strawberries, lot S5290-85, from GreenLeaf Produce"
EVT-S0474,PO-5291,W-19,2026-09-12T15:42:49+00:00,receive,lettuce,18,cases,L5291-10,North Fork Cold 3,,"receiving 18 cases of lettuce, lot L5291-10, from North Fork Cold 3"
EVT-S0475,PO-5291,W-19,2026-09-12T15:45:49+00:00,confirm_discrepancy,lettuce,18,cases,L5291-10,North Fork Cold 3,CLQ-RCV-5291-LET,"yeah that's right, only 18 on the pallet, not 24"
EVT-S0476,PO-5292,W-19,2026-09-12T07:24:14+00:00,receive,green beans,40,cases,G5292-10,Blue Mesa Farms,,"receiving 40 cases of green beans, lot G5292-10, from Blue Mesa Farms"
EVT-S0477,PO-5293,W-18,2026-09-10T10:24:54+00:00,receive,blueberries,24,cases,B5293-63,CoolChain Farms 3,,"receiving 24 cases of blueberries, lot B5293-63, from CoolChain Farms 3"
EVT-S0478,PO-5293,W-18,2026-09-10T10:24:54+00:00,receive,iceberg,12,cases,I5293-28,CoolChain Farms 3,,"receiving 12 cases of iceberg, lot I5293-28, from CoolChain Farms 3"
EVT-S0479,PO-5294,W-19,2026-09-10T07:59:02+00:00,receive,cauliflower,46,cases,C5294-84,Harbor Greens 5,,"receiving 46 cases of cauliflower, lot C5294-84, from Harbor Greens 5"
EVT-S0480,PO-5294,W-19,2026-09-10T08:02:02+00:00,confirm_discrepancy,cauliflower,46,cases,C5294-84,Harbor Greens 5,CLQ-RCV-5294-CAU,"yeah that's right, only 46 on the pallet, not 50"
EVT-S0481,PO-5295,W-17,2026-09-07T08:20:40+00:00,receive,romaine,20,cases,R5295-40,GreenLeaf Produce 4,,"receiving 20 cases of romaine, lot R5295-40, from GreenLeaf Produce 4"
EVT-S0482,PO-5296,W-18,2026-09-08T14:27:20+00:00,receive,potatoes,40,cases,P5296-67,Prairie Lot 5,,"receiving 40 cases of potatoes, lot P5296-67, from Prairie Lot 5"
EVT-S0483,PO-5297,W-19,2026-09-08T07:50:12+00:00,receive,romaine,50,cases,R5297-69,Fresh Farms,,"receiving 50 cases of romaine, lot R5297-69, from Fresh Farms"
EVT-S0484,PO-5297,W-19,2026-09-08T07:50:12+00:00,receive,spinach,16,cases,S5297-78,Fresh Farms,,"receiving 16 cases of spinach, lot S5297-78, from Fresh Farms"
EVT-S0485,PO-5298,W-18,2026-09-08T13:46:13+00:00,receive,romaine,20,cases,R5298-97,Coastal Crisp,,"receiving 20 cases of romaine, lot R5298-97, from Coastal Crisp"
EVT-S0486,PO-5299,W-17,2026-09-08T13:12:44+00:00,receive,kale,16,cases,K5299-41,GreenLeaf Produce 2,,"receiving 16 cases of kale, lot K5299-41, from GreenLeaf Produce 2"
EVT-S0487,PO-5300,W-18,2026-09-12T10:34:32+00:00,receive,oranges,12,cases,O5300-61,Fresh Farms,,"receiving 12 cases of oranges, lot O5300-61, from Fresh Farms"
EVT-S0488,PO-5301,W-17,2026-09-11T11:56:47+00:00,receive,zucchini,20,cases,Z5301-25,Blue Mesa Farms,,"receiving 20 cases of zucchini, lot Z5301-25, from Blue Mesa Farms"
EVT-S0489,PO-5302,W-17,2026-09-07T14:17:49+00:00,receive,avocado,16,cases,A5302-84,Valley Mist 7,,"receiving 16 cases of avocado, lot A5302-84, from Valley Mist 7"
EVT-S0490,PO-5303,W-17,2026-09-09T15:01:52+00:00,receive,cucumbers,20,cases,C5303-21,Fresh Farms,,"receiving 20 cases of cucumbers, lot C5303-21, from Fresh Farms"
EVT-S0491,PO-5304,W-17,2026-09-11T14:16:51+00:00,receive,romaine,48,cases,R5304-60,CoolChain Farms,,"receiving 48 cases of romaine, lot R5304-60, from CoolChain Farms"
EVT-S0492,PO-5305,W-18,2026-09-09T10:27:43+00:00,receive,strawberries,30,cases,S5305-67,High Desert Growers,,"receiving 30 cases of strawberries, lot S5305-67, from High Desert Growers"
EVT-S0493,PO-5306,W-17,2026-09-11T07:29:39+00:00,receive,iceberg,60,cases,I5306-71,Valley Mist 2,,"receiving 60 cases of iceberg, lot I5306-71, from Valley Mist 2"
EVT-S0494,PO-5307,W-17,2026-09-07T09:35:24+00:00,receive,cabbage,20,cases,C5307-58,Fresh Farms,,"receiving 20 cases of cabbage, lot C5307-58, from Fresh Farms"
EVT-S0495,PO-5309,W-17,2026-09-08T07:25:20+00:00,receive,lettuce,12,cases,L5309-70,GreenLeaf Produce 2,,"receiving 12 cases of lettuce, lot L5309-70, from GreenLeaf Produce 2"
EVT-S0496,PO-5310,W-17,2026-09-09T13:44:37+00:00,receive,cucumbers,30,cases,C5310-78,Red River Produce 7,,"receiving 30 cases of cucumbers, lot C5310-78, from Red River Produce 7"
EVT-S0497,PO-5310,W-17,2026-09-09T13:44:37+00:00,receive,zucchini,12,cases,Z5310-38,Red River Produce 7,,"receiving 12 cases of zucchini, lot Z5310-38, from Red River Produce 7"
EVT-S0498,PO-5311,W-17,2026-09-09T15:35:51+00:00,receive,carrots,40,cases,C5311-85,Pacific Pack,,"receiving 40 cases of carrots, lot C5311-85, from Pacific Pack"
EVT-S0499,PO-5312,W-19,2026-09-07T13:10:22+00:00,receive,herbs,50,cases,H5312-79,High Desert Growers 6,,"receiving 50 cases of herbs, lot H5312-79, from High Desert Growers 6"
EVT-S0500,PO-5312,W-19,2026-09-07T13:10:22+00:00,receive,spinach,50,cases,S5312-14,High Desert Growers 6,,"receiving 50 cases of spinach, lot S5312-14, from High Desert Growers 6"
EVT-S0501,PO-5313,W-19,2026-09-07T09:11:38+00:00,receive,kale,24,cases,K5313-26,Berry Grove Co,,"receiving 24 cases of kale, lot K5313-26, from Berry Grove Co"
EVT-S0502,PO-5314,W-18,2026-09-08T08:42:58+00:00,receive,romaine,20,cases,R5314-24,Prairie Lot 3,,"receiving 20 cases of romaine, lot R5314-24, from Prairie Lot 3"
EVT-S0503,PO-5314,W-18,2026-09-08T08:42:58+00:00,receive,mushrooms,40,cases,M5314-19,Prairie Lot 3,,"receiving 40 cases of mushrooms, lot M5314-19, from Prairie Lot 3"
EVT-S0504,PO-5315,W-17,2026-09-08T15:14:42+00:00,receive,kale,10,cases,K5315-91,Pacific Pack,,"receiving 10 cases of kale, lot K5315-91, from Pacific Pack"
EVT-S0505,PO-5315,W-17,2026-09-08T15:17:42+00:00,confirm_discrepancy,kale,10,cases,K5315-91,Pacific Pack,CLQ-RCV-5315-KAL,"yeah that's right, only 10 on the pallet, not 20"
EVT-S0506,PO-5316,W-19,2026-09-12T12:44:20+00:00,receive,beets,40,cases,B5316-38,Berry Grove Co,,"receiving 40 cases of beets, lot B5316-38, from Berry Grove Co"
EVT-S0507,PO-5317,W-19,2026-09-10T14:09:11+00:00,receive,romaine,12,cases,R5317-99,Pacific Pack,,"receiving 12 cases of romaine, lot R5317-99, from Pacific Pack"
EVT-S0508,PO-5318,W-19,2026-09-12T10:32:54+00:00,receive,carrots,20,cases,C5318-73,Sunridge Organics 7,,"receiving 20 cases of carrots, lot C5318-73, from Sunridge Organics 7"
EVT-S0509,PO-5318,W-19,2026-09-12T10:32:54+00:00,receive,romaine,10,cases,R5318-54,Sunridge Organics 7,,"receiving 10 cases of romaine, lot R5318-54, from Sunridge Organics 7"
EVT-S0510,PO-5319,W-17,2026-09-12T08:37:40+00:00,receive,peppers,40,cases,P5319-67,GreenLeaf Produce 5,,"receiving 40 cases of peppers, lot P5319-67, from GreenLeaf Produce 5"
EVT-S0511,PO-5320,W-18,2026-09-07T08:59:15+00:00,receive,romaine,8,cases,R5320-59,Blue Mesa Farms 2,,"receiving 8 cases of romaine, lot R5320-59, from Blue Mesa Farms 2"
EVT-S0512,PO-5320,W-18,2026-09-07T09:02:15+00:00,confirm_discrepancy,romaine,8,cases,R5320-59,Blue Mesa Farms 2,CLQ-RCV-5320-ROM,"yeah that's right, only 8 on the pallet, not 12"
EVT-S0513,PO-5321,W-18,2026-09-09T10:46:10+00:00,receive,kale,48,cases,K5321-22,GreenLeaf Produce 5,,"receiving 48 cases of kale, lot K5321-22, from GreenLeaf Produce 5"
EVT-S0514,PO-5322,W-19,2026-09-11T13:55:55+00:00,receive,tomatoes,12,cases,T5322-47,Prairie Lot,,"receiving 12 cases of tomatoes, lot T5322-47, from Prairie Lot"
EVT-S0515,PO-5323,W-17,2026-09-07T09:25:06+00:00,receive,strawberries,12,cases,S5323-53,Fresh Farms,,"receiving 12 cases of strawberries, lot S5323-53, from Fresh Farms"
EVT-S0516,PO-5324,W-17,2026-09-09T12:26:57+00:00,receive,cucumbers,48,cases,C5324-30,North Fork Cold,,"receiving 48 cases of cucumbers, lot C5324-30, from North Fork Cold"
EVT-S0517,PO-5325,W-18,2026-09-07T10:01:13+00:00,receive,potatoes,60,cases,P5325-43,Berry Grove Co 7,,"receiving 60 cases of potatoes, lot P5325-43, from Berry Grove Co 7"
EVT-S0518,PO-5326,W-18,2026-09-10T09:44:15+00:00,receive,mushrooms,20,cases,M5326-16,Fresh Farms,,"receiving 20 cases of mushrooms, lot M5326-16, from Fresh Farms"
EVT-S0519,PO-5327,W-19,2026-09-08T10:50:05+00:00,receive,iceberg,16,cases,I5327-13,GreenLeaf Produce,,"receiving 16 cases of iceberg, lot I5327-13, from GreenLeaf Produce"
EVT-S0520,PO-5328,W-18,2026-09-07T12:38:18+00:00,receive,spinach,48,cases,S5328-70,GreenLeaf Produce 7,,"receiving 48 cases of spinach, lot S5328-70, from GreenLeaf Produce 7"
EVT-S0521,PO-5329,W-19,2026-09-09T12:50:16+00:00,receive,kale,40,cases,K5329-33,Fresh Farms,,"receiving 40 cases of kale, lot K5329-33, from Fresh Farms"
EVT-S0522,PO-5330,W-17,2026-09-09T09:26:28+00:00,receive,broccoli,28,cases,B5330-95,Sunridge Organics,,"receiving 28 cases of broccoli, lot B5330-95, from Sunridge Organics"
EVT-S0523,PO-5330,W-17,2026-09-09T09:29:28+00:00,confirm_discrepancy,broccoli,28,cases,B5330-95,Sunridge Organics,CLQ-RCV-5330-BRO,"yeah that's right, 28 on the pallet, PO only called for 20"
EVT-S0524,PO-5331,W-18,2026-09-07T12:54:22+00:00,receive,carrots,60,cases,C5331-17,Fresh Farms 4,,"receiving 60 cases of carrots, lot C5331-17, from Fresh Farms 4"
