doc_id,po_id,supplier,sku,item,quantity,unit,received_at
BOL-5395,PO-5395,Sierra Packing 2,ROM-ICE-24,romaine,48,cases,2026-09-11T14:46:11+00:00
BOL-5396,PO-5396,Red River Produce,CAR-BAG-50,carrots,24,cases,2026-09-09T14:31:20+00:00
BOL-5397,PO-5397,Coastal Crisp,CAR-BAG-50,carrots,60,cases,2026-09-08T09:55:18+00:00
BOL-5397,PO-5397,Coastal Crisp,MSH-CTN-10,mushrooms,60,cases,2026-09-08T09:55:18+00:00
BOL-5398,PO-5398,Pacific Pack 2,ONI-SK-50,onions,40,cases,2026-09-10T14:58:35+00:00
BOL-5399,PO-5399,Berry Grove Co 7,ONI-SK-50,onions,40,cases,2026-09-07T13:03:41+00:00
BOL-5400,PO-5400,Berry Grove Co 2,PEP-BLST-20,peppers,60,cases,2026-09-10T11:47:30+00:00
BOL-5401,PO-5401,Fresh Farms,ROM-ICE-24,romaine,12,cases,2026-09-11T10:36:51+00:00
BOL-5401,PO-5401,Fresh Farms,SPI-BCH-24,spinach,20,cases,2026-09-11T10:36:51+00:00
BOL-5402,PO-5402,Fresh Farms,BLU-FLAT-12,blueberries,40,cases,2026-09-10T08:14:53+00:00
BOL-5403,PO-5403,CoolChain Farms 3,BRO-CRN-20,broccoli,24,cases,2026-09-07T14:24:43+00:00
BOL-5404,PO-5404,GreenLeaf Produce,AVO-CS-48,herbs,48,cases,2026-09-11T13:48:44+00:00
BOL-5404,PO-5404,GreenLeaf Produce,SPI-BCH-24,strawberries,60,cases,2026-09-11T13:48:44+00:00
BOL-5405,PO-5405,Harbor Greens 4,RAD-BCH-24,radish,40,cases,2026-09-10T08:43:39+00:00
BOL-5406,PO-5406,North Fork Cold 3,STR-CLAM-12,strawberries,16,cases,2026-09-09T12:08:12+00:00
BOL-5407,PO-5407,Fresh Farms,BRO-CRN-20,broccoli,20,cases,2026-09-12T13:16:32+00:00
BOL-5408,PO-5408,CoolChain Farms,ROM-ICE-24,romaine,40,cases,2026-09-09T09:10:00+00:00
BOL-5409,PO-5409,CoolChain Farms 2,CAB-GRN-20,cabbage,54,cases,2026-09-07T14:57:40+00:00
BOL-5410,PO-5410,Berry Grove Co,CAB-GRN-20,cabbage,20,cases,2026-09-11T09:42:33+00:00
BOL-5411,PO-5411,Berry Grove Co,KAL-BCH-12,kale,30,cases,2026-09-09T07:47:22+00:00
BOL-5412,PO-5412,Sunridge Organics,LIM-CTN-40,limes,12,cases,2026-09-12T12:16:33+00:00
BOL-5413,PO-5413,Sunridge Organics 5,STR-CLAM-12,strawberries,12,cases,2026-09-10T10:48:15+00:00
BOL-5414,PO-5414,Blue Mesa Farms 3,BLU-FLAT-12,blueberries,30,cases,2026-09-11T10:15:58+00:00
BOL-5415,PO-5415,Valley Mist,ROM-ICE-24,romaine,24,cases,2026-09-12T14:00:49+00:00
BOL-5416,PO-5416,Berry Grove Co,CEL-BCH-30,celery,24,cases,2026-09-09T15:05:06+00:00
BOL-5417,PO-5417,Sierra Packing 2,SQU-YLW-20,squash,48,cases,2026-09-10T08:49:55+00:00
BOL-5418,PO-5418,Sierra Packing 2,KAL-BCH-12,kale,16,cases,2026-09-11T07:36:47+00:00
BOL-5419,PO-5419,Fresh Farms,AVO-CS-48,avocado,50,cases,2026-09-07T09:08:35+00:00
BOL-5420,PO-5420,Pacific Pack,CUC-CTN-24,cucumbers,16,cases,2026-09-08T09:41:01+00:00
BOL-5421,PO-5421,Red River Produce,SPI-BCH-24,spinach,16,cases,2026-09-11T10:03:59+00:00
BOL-5422,PO-5422,Pacific Pack,STR-CLAM-12,strawberries,24,cases,2026-09-10T10:44:24+00:00
BOL-5422,PO-5422,Pacific Pack,ROM-ICE-24,romaine,48,cases,2026-09-10T10:44:24+00:00
BOL-5423,PO-5423,GreenLeaf Produce,PEP-BLST-20,peppers,40,cases,2026-09-11T14:14:34+00:00
BOL-5423,PO-5423,GreenLeaf Produce,BRO-CRN-20,broccoli,60,cases,2026-09-11T14:14:34+00:00
BOL-5424,PO-5424,GreenLeaf Produce 2,ROM-ICE-24,romaine,24,cases,2026-09-07T07:02:36+00:00
BOL-5425,PO-5425,North Fork Cold 4,STR-CLAM-12,strawberries,30,cases,2026-09-07T14:43:41+00:00
BOL-5426,PO-5426,North Fork Cold 4,BRO-CRN-20,broccoli,30,cases,2026-09-07T13:49:36+00:00
BOL-5427,PO-5427,Berry Grove Co 3,KAL-BCH-12,kale,24,cases,2026-09-07T07:50:12+00:00
BOL-5428,PO-5428,Berry Grove Co,CEL-BCH-30,celery,30,cases,2026-09-08T07:35:57+00:00
BOL-5429,PO-5429,Valley Mist,STR-CLAM-12,strawberries,40,cases,2026-09-09T11:49:36+00:00
BOL-5430,PO-5430,High Desert Growers 2,ROM-ICE-24,romaine,40,cases,2026-09-11T13:04:47+00:00
BOL-5431,PO-5431,CoolChain Farms,CUC-CTN-24,cucumbers,16,cases,2026-09-09T10:03:49+00:00
BOL-5431,PO-5431,CoolChain Farms,ASP-BCH-11,asparagus,20,cases,2026-09-09T10:03:49+00:00
BOL-5432,PO-5432,Valley Mist 2,ROM-ICE-24,romaine,60,cases,2026-09-07T13:15:56+00:00
BOL-5432,PO-5432,Valley Mist 2,CAR-BAG-50,carrots,48,cases,2026-09-07T13:15:56+00:00
BOL-5433,PO-5433,GreenLeaf Produce,LET-BIB-12,lettuce,40,cases,2026-09-07T07:18:35+00:00
BOL-5434,PO-5434,GreenLeaf Produce 3,ICE-HD-24,iceberg,16,cases,2026-09-08T13:35:37+00:00
BOL-5434,PO-5434,GreenLeaf Produce 3,CUC-CTN-24,cucumbers,20,cases,2026-09-08T13:35:37+00:00
BOL-5435,PO-5435,Sunridge Organics 2,ICE-HD-24,iceberg,40,cases,2026-09-07T11:49:36+00:00
BOL-5436,PO-5436,Fresh Farms,PEP-BLST-20,peppers,60,cases,2026-09-08T11:09:14+00:00
BOL-5437,PO-5437,Fresh Farms,ONI-SK-50,onions,60,cases,2026-09-09T10:52:56+00:00
BOL-5438,PO-5438,GreenLeaf Produce,KAL-BCH-12,kale,48,cases,2026-09-11T14:07:47+00:00
BOL-5439,PO-5439,Fresh Farms,CAU-HD-12,cauliflower,60,cases,2026-09-09T14:39:53+00:00
BOL-5440,PO-5440,North Fork Cold,ROM-ICE-24,romaine,20,cases,2026-09-08T14:24:22+00:00
BOL-5441,PO-5441,High Desert Growers 2,STR-CLAM-12,strawberries,16,cases,2026-09-07T07:39:32+00:00
BOL-5442,PO-5442,Fresh Farms 3,ICE-HD-24,iceberg,20,cases,2026-09-08T13:55:21+00:00
BOL-5443,PO-5443,Fresh Farms,ROM-ICE-24,romaine,60,cases,2026-09-11T07:11:15+00:00
BOL-5444,PO-5444,Berry Grove Co,AVO-CS-48,avocado,12,cases,2026-09-11T08:15:03+00:00
BOL-5445,PO-5445,Berry Grove Co,ASP-BCH-11,asparagus,20,cases,2026-09-11T15:04:05+00:00
BOL-5446,PO-5446,Blue Mesa Farms 3,BLU-FLAT-12,blueberries,20,cases,2026-09-11T12:07:09+00:00
BOL-5447,PO-5447,Berry Grove Co 2,ROM-ICE-24,romaine,12,cases,2026-09-08T10:52:38+00:00
BOL-5448,PO-5448,Sierra Packing 2,STR-CLAM-12,strawberries,12,cases,2026-09-09T14:45:32+00:00
BOL-5449,PO-5449,North Fork Cold,BLU-FLAT-12,blueberries,12,cases,2026-09-09T08:00:05+00:00
BOL-5450,PO-5450,Valley Mist,TOM-VINE-25,tomatoes,50,cases,2026-09-10T11:27:26+00:00
BOL-5451,PO-5451,North Fork Cold 5,AVO-CS-48,avocado,30,cases,2026-09-08T13:51:47+00:00
BOL-5452,PO-5452,Fresh Farms,AVO-CS-48,avocado,24,cases,2026-09-11T14:45:54+00:00
BOL-5453,PO-5453,Prairie Lot,KAL-BCH-12,kale,24,cases,2026-09-10T13:44:00+00:00
BOL-5454,PO-5454,Fresh Farms,SPI-BCH-24,spinach,60,cases,2026-09-11T10:29:23+00:00
BOL-5455,PO-5455,Pacific Pack,CAB-GRN-20,cabbage,50,cases,2026-09-08T09:21:43+00:00
BOL-5456,PO-5456,GreenLeaf Produce,LET-BIB-12,lettuce,48,cases,2026-09-08T11:44:30+00:00
BOL-5457,PO-5457,Valley Mist 3,HRB-MIX-12,herbs,16,cases,2026-09-11T12:37:07+00:00
BOL-5458,PO-5458,Blue Mesa Farms,ROM-ICE-24,romaine,48,cases,2026-09-08T09:53:51+00:00
BOL-5459,PO-5459,Fresh Farms,ROM-ICE-24,romaine,24,cases,2026-09-07T07:46:52+00:00
BOL-5460,PO-5460,Berry Grove Co 6,BLU-FLAT-12,blueberries,12,cases,2026-09-09T13:10:24+00:00
BOL-5461,PO-5461,Berry Grove Co,BLU-FLAT-12,blueberries,24,cases,2026-09-10T10:44:00+00:00
BOL-5462,PO-5462,Blue Mesa Farms 2,ROM-ICE-24,romaine,24,cases,2026-09-11T11:21:33+00:00
BOL-5463,PO-5463,North Fork Cold 7,AVO-CS-48,avocado,24,cases,2026-09-07T08:20:05+00:00
BOL-5464,PO-5464,Blue Mesa Farms 5,SQU-YLW-20,squash,40,cases,2026-09-07T13:00:04+00:00
BOL-5465,PO-5465,CoolChain Farms 2,AVO-CS-48,avocado,12,cases,2026-09-12T09:21:14+00:00
BOL-5466,PO-5466,Fresh Farms,ROM-ICE-24,romaine,60,cases,2026-09-08T07:54:35+00:00
BOL-5467,PO-5467,Prairie Lot,KAL-BCH-12,kale,50,cases,2026-09-11T13:56:50+00:00
BOL-5468,PO-5468,Coastal Crisp,ASP-BCH-11,asparagus,50,cases,2026-09-10T15:12:49+00:00
BOL-5469,PO-5469,Sierra Packing 3,STR-CLAM-12,strawberries,40,cases,2026-09-08T10:15:40+00:00
BOL-5470,PO-5470,Fresh Farms,ROM-ICE-24,romaine,40,cases,2026-09-12T11:24:34+00:00
BOL-5471,PO-5471,CoolChain Farms,SPI-BCH-24,spinach,24,cases,2026-09-09T08:31:30+00:00
BOL-5472,PO-5472,GreenLeaf Produce,SPI-BCH-24,spinach,40,cases,2026-09-08T09:03:55+00:00
BOL-5473,PO-5473,Fresh Farms,ROM-ICE-24,romaine,60,cases,2026-09-11T08:01:58+00:00
BOL-5474,PO-5474,CoolChain Farms,ICE-HD-24,iceberg,60,cases,2026-09-11T10:10:39+00:00
BOL-5475,PO-5475,Fresh Farms,ICE-HD-24,iceberg,60,cases,2026-09-08T13:24:36+00:00
BOL-5476,PO-5476,Sierra Packing 2,ROM-ICE-24,romaine,60,cases,2026-09-09T10:21:55+00:00
BOL-5477,PO-5477,North Fork Cold 2,KAL-BCH-12,kale,30,cases,2026-09-08T07:04:00+00:00
BOL-5478,PO-5478,Sunridge Organics,STR-CLAM-12,strawberries,48,cases,2026-09-09T09:01:17+00:00
BOL-5479,PO-5479,Valley Mist,STR-CLAM-12,strawberries,20,cases,2026-09-08T13:25:23+00:00
BOL-5480,PO-5480,Fresh Farms 3,MSH-CTN-10,mushrooms,24,cases,2026-09-10T13:56:06+00:00
BOL-5481,PO-5481,Sunridge Organics,ICE-HD-24,iceberg,60,cases,2026-09-11T13:18:09+00:00
BOL-5482,PO-5482,CoolChain Farms,ROM-ICE-24,romaine,16,cases,2026-09-10T13:42:31+00:00
BOL-5483,PO-5483,High Desert Growers 4,KAL-BCH-12,kale,40,cases,2026-09-07T09:10:30+00:00
BOL-5484,PO-5484,GreenLeaf Produce,KAL-BCH-12,kale,24,cases,2026-09-09T14:57:51+00:00
BOL-5485,PO-5485,Berry Grove Co,PEP-BLST-20,peppers,50,cases,2026-09-09T12:32:34+00:00
BOL-5486,PO-5486,GreenLeaf Produce,ASP-BCH-11,asparagus,40,cases,2026-09-11T10:15:39+00:00
BOL-5487,PO-5487,Sunridge Organics 4,KAL-BCH-12,kale,40,cases,2026-09-10T11:52:25+00:00
BOL-5487,PO-5487,Sunridge Organics 4,CUC-CTN-24,cucumbers,30,cases,2026-09-10T11:52:25+00:00
BOL-5488,PO-5488,Coastal Crisp,BLU-FLAT-12,blueberries,50,cases,2026-09-10T09:18:56+00:00
BOL-5489,PO-5489,Fresh Farms,BET-BCH-20,beets,16,cases,2026-09-07T14:17:01+00:00
BOL-5490,PO-5490,Fresh Farms,ROM-ICE-24,romaine,48,cases,2026-09-07T07:52:06+00:00
BOL-5491,PO-5491,GreenLeaf Produce,BET-BCH-20,beets,48,cases,2026-09-10T07:42:06+00:00
BOL-5491,PO-5491,GreenLeaf Produce,STR-CLAM-12,strawberries,30,cases,2026-09-10T07:42:06+00:00
BOL-5492,PO-5492,High Desert Growers 4,KAL-BCH-12,kale,40,cases,2026-09-10T08:07:33+00:00
BOL-5492,PO-5492,High Desert Growers 4,TOM-VINE-25,tomatoes,60,cases,2026-09-10T08:07:33+00:00
BOL-5493,PO-5493,Blue Mesa Farms,CEL-BCH-30,celery,48,cases,2026-09-09T08:09:44+00:00
BOL-5494,PO-5494,North Fork Cold 5,ZUC-CS-20,zucchini,50,cases,2026-09-10T11:33:19+00:00
BOL-5495,PO-5495,CoolChain Farms,CRN-EAR-48,corn,20,cases,2026-09-08T09:13:09+00:00
BOL-5496,PO-5496,Sierra Packing 2,ICE-HD-24,iceberg,6,cases,2026-09-08T11:33:00+00:00
BOL-5497,PO-5497,Blue Mesa Farms,BRO-CRN-20,broccoli,48,cases,2026-09-09T13:47:00+00:00
BOL-5498,PO-5498,Valley Mist 4,AVO-CS-48,avocado,24,cases,2026-09-10T12:30:24+00:00
BOL-5499,PO-5499,Fresh Farms 4,CUC-CTN-24,cucumbers,60,cases,2026-09-10T14:45:39+00:00
BOL-5500,PO-5500,Berry Grove Co,TOM-VINE-25,tomatoes,50,cases,2026-09-08T14:16:04+00:00
BOL-5500,PO-5500,Berry Grove Co,ONI-SK-50,onions,50,cases,2026-09-08T14:16:04+00:00
BOL-5501,PO-5501,Prairie Lot 6,ROM-ICE-24,tomatoes,30,cases,2026-09-08T08:17:03+00:00
BOL-5502,PO-5502,Fresh Farms,AVO-CS-48,avocado,50,cases,2026-09-10T08:59:05+00:00
BOL-5503,PO-5503,CoolChain Farms,LET-BIB-12,lettuce,16,cases,2026-09-09T13:45:02+00:00
BOL-5503,PO-5503,CoolChain Farms,STR-CLAM-12,strawberries,30,cases,2026-09-09T13:45:02+00:00
BOL-5504,PO-5504,GreenLeaf Produce,ORG-CTN-40,oranges,24,cases,2026-09-07T13:33:45+00:00
BOL-5505,PO-5505,Sunridge Organics,BET-BCH-20,beets,20,cases,2026-09-09T15:22:13+00:00
BOL-5506,PO-5506,Blue Mesa Farms,CUC-CTN-24,cucumbers,24,cases,2026-09-10T13:21:59+00:00
BOL-5507,PO-5507,Berry Grove Co,STR-CLAM-12,strawberries,22,cases,2026-09-11T08:51:07+00:00
BOL-5508,PO-5508,Prairie Lot 6,ICE-HD-24,iceberg,20,cases,2026-09-08T09:04:00+00:00
BOL-5509,PO-5509,North Fork Cold,BET-BCH-20,beets,12,cases,2026-09-11T09:07:10+00:00
BOL-5510,PO-5510,Blue Mesa Farms,STR-CLAM-12,strawberries,60,cases,2026-09-08T08:18:44+00:00
BOL-5510,PO-5510,Blue Mesa Farms,CRN-EAR-48,corn,50,cases,2026-09-08T08:18:44+00:00
BOL-5511,PO-5511,Berry Grove Co 3,ICE-HD-24,iceberg,50,cases,2026-09-07T10:13:22+00:00
BOL-5512,PO-5512,Berry Grove Co,KAL-BCH-12,kale,50,cases,2026-09-08T12:56:31+00:00
BOL-5513,PO-5513,Sierra Packing 4,STR-CLAM-12,strawberries,30,cases,2026-09-11T12:06:58+00:00
BOL-5513,PO-5513,Sierra Packing 4,BLU-FLAT-12,blueberries,50,cases,2026-09-11T12:06:58+00:00
BOL-5514,PO-5514,GreenLeaf Produce 3,KAL-BCH-12,kale,24,cases,2026-09-11T11:19:24+00:00
BOL-5515,PO-5515,GreenLeaf Produce 4,ICE-HD-24,iceberg,60,cases,2026-09-10T12:37:34+00:00
BOL-5516,PO-5516,High Desert Growers 2,CUC-CTN-24,cucumbers,12,cases,2026-09-10T09:45:26+00:00
BOL-5516,PO-5516,High Desert Growers 2,STR-CLAM-12,strawberries,12,cases,2026-09-10T09:45:26+00:00
BOL-5517,PO-5517,Fresh Farms,CUC-CTN-24,cucumbers,60,cases,2026-09-07T08:38:06+00:00
BOL-5518,PO-5518,Valley Mist,ROM-ICE-24,romaine,24,cases,2026-09-10T09:11:03+00:00
BOL-5519,PO-5519,Fresh Farms,BRO-CRN-20,broccoli,48,cases,2026-09-09T14:35:53+00:00
BOL-5519,PO-5519,Fresh Farms,CAB-GRN-20,cabbage,12,cases,2026-09-09T14:35:53+00:00
BOL-5520,PO-5520,Fresh Farms,STR-CLAM-12,strawberries,56,cases,2026-09-08T07:20:46+00:00
BOL-5520,PO-5520,Fresh Farms,POT-RUS-50,potatoes,54,cases,2026-09-08T07:20:46+00:00
BOL-5521,PO-5521,Prairie Lot,BRO-CRN-20,broccoli,16,cases,2026-09-07T12:36:15+00:00
BOL-5522,PO-5522,Harbor Greens 2,STR-CLAM-12,strawberries,20,cases,2026-09-09T12:45:29+00:00
BOL-5523,PO-5523,Berry Grove Co,KAL-BCH-12,kale,40,cases,2026-09-08T09:52:42+00:00
BOL-5524,PO-5524,Valley Mist,POT-RUS-50,potatoes,24,cases,2026-09-12T09:46:54+00:00
BOL-5525,PO-5525,Blue Mesa Farms,LMN-CTN-40,lemons,50,cases,2026-09-09T10:12:49+00:00
BOL-5526,PO-5526,GreenLeaf Produce 2,GBN-CTN-20,green beans,12,cases,2026-09-07T07:17:18+00:00
BOL-5526,PO-5526,GreenLeaf Produce 2,LIM-CTN-40,limes,24,cases,2026-09-07T07:17:18+00:00
BOL-5527,PO-5527,CoolChain Farms 4,BRO-CRN-20,broccoli,20,cases,2026-09-07T14:00:44+00:00
BOL-5528,PO-5528,Fresh Farms,SPI-BCH-24,spinach,30,cases,2026-09-07T10:02:09+00:00
BOL-5529,PO-5529,Blue Mesa Farms 5,KAL-BCH-12,kale,50,cases,2026-09-07T10:24:36+00:00
BOL-5529,PO-5529,Blue Mesa Farms 5,ICE-HD-24,iceberg,16,cases,2026-09-07T10:24:36+00:00
BOL-5530,PO-5530,Fresh Farms 4,ROM-ICE-24,romaine,40,cases,2026-09-10T07:19:46+00:00
BOL-5530,PO-5530,Fresh Farms 4,GBN-CTN-20,green beans,48,cases,2026-09-10T07:19:46+00:00
BOL-5531,PO-5531,Sunridge Organics 3,CAR-BAG-50,carrots,4,cases,2026-09-12T08:01:55+00:00
BOL-5532,PO-5532,Fresh Farms,KAL-BCH-12,kale,24,cases,2026-09-08T09:36:33+00:00
BOL-5533,PO-5533,Prairie Lot 6,ROM-ICE-24,romaine,48,cases,2026-09-10T15:30:25+00:00
BOL-5534,PO-5534,Sunridge Organics,AVO-CS-48,avocado,16,cases,2026-09-07T09:52:05+00:00
BOL-5534,PO-5534,Sunridge Organics,ICE-HD-24,iceberg,20,cases,2026-09-07T09:52:05+00:00
BOL-5535,PO-5535,Pacific Pack,CEL-BCH-30,celery,60,cases,2026-09-09T08:41:31+00:00
BOL-5536,PO-5536,CoolChain Farms,PEP-BLST-20,peppers,48,cases,2026-09-07T13:37:27+00:00
BOL-5536,PO-5536,CoolChain Farms,KAL-BCH-12,kale,40,cases,2026-09-07T13:37:27+00:00
BOL-5537,PO-5537,CoolChain Farms,ORG-CTN-40,oranges,50,cases,2026-09-09T07:12:49+00:00
BOL-5538,PO-5538,GreenLeaf Produce 4,STR-CLAM-12,strawberries,16,cases,2026-09-07T07:22:59+00:00
BOL-5539,PO-5539,Prairie Lot 5,ONI-SK-50,onions,16,cases,2026-09-10T09:04:39+00:00
BOL-5539,PO-5539,Prairie Lot 5,TOM-VINE-25,tomatoes,12,cases,2026-09-10T09:04:39+00:00
BOL-5540,PO-5540,Berry Grove Co,BRO-CRN-20,broccoli,20,cases,2026-09-07T11:35:13+00:00
BOL-5541,PO-5541,Berry Grove Co 2,SPI-BCH-24,spinach,12,cases,2026-09-10T07:09:24+00:00
BOL-5542,PO-5542,GreenLeaf Produce,ROM-ICE-24,romaine,48,cases,2026-09-07T12:56:39+00:00
BOL-5543,PO-5543,Sunridge Organics 2,ASP-BCH-11,asparagus,48,cases,2026-09-08T14:16:58+00:00
BOL-5543,PO-5543,Sunridge Organics 2,LIM-CTN-40,limes,60,cases,2026-09-08T14:16:58+00:00
BOL-5544,PO-5544,GreenLeaf Produce 2,ICE-HD-24,iceberg,50,cases,2026-09-11T11:08:55+00:00
BOL-5545,PO-5545,GreenLeaf Produce,ICE-HD-24,iceberg,20,cases,2026-09-12T07:11:02+00:00
BOL-5546,PO-5546,Valley Mist 2,LIM-CTN-40,limes,30,cases,2026-09-08T10:00:22+00:00
BOL-5547,PO-5547,Valley Mist 5,HRB-MIX-12,herbs,20,cases,2026-09-10T14:29:24+00:00
BOL-5548,PO-5548,Fresh Farms,PEP-BLST-20,peppers,24,cases,2026-09-11T12:36:08+00:00
BOL-5549,PO-5549,Prairie Lot 6,BLU-FLAT-12,blueberries,24,cases,2026-09-08T08:18:27+00:00
BOL-5550,PO-5550,Harbor Greens 3,ONI-SK-50,onions,60,cases,2026-09-07T11:37:43+00:00
BOL-5551,PO-5551,Fresh Farms,SPI-BCH-24,spinach,60,cases,2026-09-09T14:45:49+00:00
BOL-5552,PO-5552,CoolChain Farms,LET-BIB-12,lettuce,48,cases,2026-09-12T08:00:11+00:00
BOL-5553,PO-5553,GreenLeaf Produce 4,SPI-BCH-24,spinach,24,cases,2026-09-08T13:21:59+00:00
BOL-5554,PO-5554,Pacific Pack 7,BRO-CRN-20,broccoli,24,cases,2026-09-07T07:13:48+00:00
BOL-5555,PO-5555,Valley Mist,ROM-ICE-24,romaine,50,cases,2026-09-08T12:51:01+00:00
BOL-5556,PO-5556,North Fork Cold,STR-CLAM-12,strawberries,48,cases,2026-09-08T14:16:24+00:00
BOL-5557,PO-5557,Berry Grove Co,CRN-EAR-48,corn,16,cases,2026-09-12T15:06:26+00:00
BOL-5558,PO-5558,Harbor Greens 4,ASP-BCH-11,asparagus,24,cases,2026-09-12T15:24:28+00:00
BOL-5559,PO-5559,GreenLeaf Produce 3,AVO-CS-48,avocado,60,cases,2026-09-08T07:21:38+00:00
BOL-5560,PO-5560,Fresh Farms 5,AVO-CS-48,avocado,12,cases,2026-09-07T10:53:52+00:00
BOL-5561,PO-5561,Sierra Packing 6,AVO-CS-48,avocado,30,cases,2026-09-08T13:31:40+00:00
BOL-5562,PO-5562,CoolChain Farms 2,CAU-HD-12,cauliflower,50,cases,2026-09-09T10:36:18+00:00
BOL-5563,PO-5563,Fresh Farms,ONI-SK-50,onions,20,cases,2026-09-09T13:09:32+00:00
BOL-5564,PO-5564,Berry Grove Co,CAU-HD-12,cauliflower,50,cases,2026-09-08T10:50:01+00:00
BOL-5565,PO-5565,Sunridge Organics 5,ROM-ICE-24,romaine,16,cases,2026-09-08T12:54:41+00:00
BOL-5566,PO-5566,Harbor Greens 2,BLU-FLAT-12,blueberries,20,cases,2026-09-10T07:43:33+00:00
BOL-5567,PO-5567,Berry Grove Co,CUC-CTN-24,cucumbers,20,cases,2026-09-09T07:22:49+00:00
BOL-5568,PO-5568,High Desert Growers,LMN-CTN-40,lemons,30,cases,2026-09-07T13:04:03+00:00
BOL-5569,PO-5569,Red River Produce 6,SPI-BCH-24,spinach,50,cases,2026-09-07T14:40:08+00:00
BOL-5570,PO-5570,Fresh Farms,CAR-BAG-50,carrots,50,cases,2026-09-11T11:38:51+00:00
BOL-5571,PO-5571,GreenLeaf Produce 2,SPI-BCH-24,spinach,60,cases,2026-09-08T07:40:38+00:00
BOL-5572,PO-5572,Coastal Crisp 2,ROM-ICE-24,romaine,30,cases,2026-09-07T08:15:03+00:00
BOL-5572,PO-5572,Coastal Crisp 2,RAD-BCH-24,radish,12,cases,2026-09-07T08:15:03+00:00
BOL-5573,PO-5573,North Fork Cold 2,ONI-SK-50,onions,60,cases,2026-09-08T08:31:10+00:00
BOL-5574,PO-5574,Valley Mist,SPI-BCH-24,spinach,40,cases,2026-09-12T13:23:37+00:00
BOL-5574,PO-5574,Valley Mist,ZUC-CS-20,zucchini,48,cases,2026-09-12T13:23:37+00:00
BOL-5575,PO-5575,Fresh Farms,AVO-CS-48,avocado,24,cases,2026-09-07T11:01:08+00:00
BOL-5576,PO-5576,Prairie Lot,ROM-ICE-24,romaine,30,cases,2026-09-07T07:29:06+00:00
BOL-5577,PO-5577,Sierra Packing,ROM-ICE-24,romaine,50,cases,2026-09-09T09:42:16+00:00
BOL-5578,PO-5578,Berry Grove Co,ROM-ICE-24,romaine,12,cases,2026-09-11T14:32:39+00:00
BOL-5579,PO-5579,Sunridge Organics 4,AVO-CS-48,avocado,40,cases,2026-09-10T08:00:47+00:00
BOL-5580,PO-5580,High Desert Growers 2,CAB-GRN-20,cabbage,30,cases,2026-09-11T08:48:00+00:00
BOL-5581,PO-5581,Fresh Farms,AVO-CS-48,avocado,12,cases,2026-09-09T09:45:49+00:00
BOL-5582,PO-5582,Harbor Greens 5,CAB-GRN-20,cabbage,20,cases,2026-09-07T14:06:21+00:00
BOL-5583,PO-5583,Blue Mesa Farms 4,ZUC-CS-20,zucchini,12,cases,2026-09-07T10:55:57+00:00
BOL-5584,PO-5584,CoolChain Farms,BRO-CRN-20,broccoli,40,cases,2026-09-08T13:11:43+00:00
BOL-5584,PO-5584,CoolChain Farms,ROM-ICE-24,romaine,20,cases,2026-09-08T13:11:43+00:00
BOL-5585,PO-5585,Valley Mist 2,AVO-CS-48,avocado,16,cases,2026-09-11T09:53:24+00:00
BOL-5586,PO-5586,Fresh Farms,GBN-CTN-20,green beans,40,cases,2026-09-10T09:41:45+00:00
BOL-5586,PO-5586,Fresh Farms,SQU-YLW-20,squash,30,cases,2026-09-10T09:41:45+00:00
