doc_id,po_id,supplier,sku,item,quantity,unit,lot_code,received_at
PACK-5359,PO-5359,North Fork Cold 4,GBN-CTN-20,green beans,60,cases,G5359-25,2026-09-08T09:38:29+00:00
PACK-5360,PO-5360,CoolChain Farms,ROM-ICE-24,romaine,24,cases,R5360-53,2026-09-11T10:23:33+00:00
PACK-5361,PO-5361,Sunridge Organics 5,ASP-BCH-11,asparagus,16,cases,A5361-72,2026-09-08T11:59:57+00:00
PACK-5361,PO-5361,Sunridge Organics 5,KAL-BCH-12,kale,14,cases,K5361-91,2026-09-08T11:59:57+00:00
PACK-5362,PO-5362,Berry Grove Co,STR-CLAM-12,strawberries,16,cases,S5362-26,2026-09-07T10:59:17+00:00
PACK-5363,PO-5363,Pacific Pack,ROM-ICE-24,romaine,24,cases,R5363-57,2026-09-10T12:32:27+00:00
PACK-5364,PO-5364,High Desert Growers 3,PEP-BLST-20,peppers,28,cases,P5364-98,2026-09-12T14:44:20+00:00
PACK-5365,PO-5365,Fresh Farms,STR-CLAM-12,strawberries,12,cases,S5365-48,2026-09-11T09:47:08+00:00
PACK-5366,PO-5366,Sierra Packing,GBN-CTN-20,green beans,20,cases,G5366-53,2026-09-12T11:01:46+00:00
PACK-5367,PO-5367,Pacific Pack 3,RAD-BCH-24,radish,48,cases,R5367-12,2026-09-12T11:18:22+00:00
PACK-5368,PO-5368,Berry Grove Co,STR-CLAM-12,strawberries,48,cases,S5368-93,2026-09-08T13:20:08+00:00
PACK-5369,PO-5369,High Desert Growers 2,CAR-BAG-50,carrots,12,cases,C5369-94,2026-09-11T10:20:56+00:00
PACK-5370,PO-5370,Fresh Farms,AVO-CS-48,avocado,52,cases,A5370-70,2026-09-07T14:16:01+00:00
PACK-5371,PO-5371,Sierra Packing 2,CUC-CTN-24,cucumbers,60,cases,C5371-44,2026-09-10T08:53:44+00:00
PACK-5372,PO-5372,High Desert Growers,CEL-BCH-30,celery,30,cases,C5372-24,2026-09-10T13:06:08+00:00
PACK-5373,PO-5373,CoolChain Farms 2,LIM-CTN-40,limes,40,cases,L5373-62,2026-09-11T11:22:12+00:00
PACK-5374,PO-5374,North Fork Cold,ICE-HD-24,iceberg,24,cases,I5374-10,2026-09-08T07:28:35+00:00
PACK-5375,PO-5375,Fresh Farms,ROM-ICE-24,romaine,16,cases,R5375-75,2026-09-07T07:53:58+00:00
PACK-5376,PO-5376,Sunridge Organics 5,ORG-CTN-40,oranges,30,cases,O5376-43,2026-09-07T13:18:06+00:00
PACK-5377,PO-5377,Berry Grove Co,KAL-BCH-12,kale,40,cases,K5377-64,2026-09-09T07:59:52+00:00
PACK-5378,PO-5378,High Desert Growers 3,ROM-ICE-24,romaine,12,cases,R5378-55,2026-09-10T07:56:54+00:00
PACK-5378,PO-5378,High Desert Growers 3,CAU-HD-12,cauliflower,26,cases,C5378-57,2026-09-10T07:56:54+00:00
PACK-5379,PO-5379,Pacific Pack,AVO-CS-48,avocado,40,cases,A5379-93,2026-09-11T08:41:07+00:00
PACK-5380,PO-5380,Fresh Farms,HRB-MIX-12,herbs,20,cases,H5380-23,2026-09-11T08:33:07+00:00
PACK-5380,PO-5380,Fresh Farms,AVO-CS-48,avocado,50,cases,A5380-82,2026-09-11T08:33:07+00:00
PACK-5381,PO-5381,Pacific Pack,ASP-BCH-11,asparagus,20,cases,A5381-71,2026-09-10T08:40:39+00:00
PACK-5382,PO-5382,High Desert Growers,CUC-CTN-24,cucumbers,12,cases,C5382-96,2026-09-12T08:05:56+00:00
PACK-5382,PO-5382,High Desert Growers,BLU-FLAT-12,blueberries,24,cases,B5382-95,2026-09-12T08:05:56+00:00
PACK-5383,PO-5383,Sierra Packing 2,CUC-CTN-24,cucumbers,24,cases,C5383-71,2026-09-11T11:33:33+00:00
PACK-5383,PO-5383,Sierra Packing 2,KAL-BCH-12,kale,48,cases,K5383-29,2026-09-11T11:33:33+00:00
PACK-5384,PO-5384,High Desert Growers 7,BET-BCH-20,beets,60,cases,B5384-70,2026-09-11T11:53:57+00:00
PACK-5384,PO-5384,High Desert Growers 7,MSH-CTN-10,mushrooms,20,cases,M5384-19,2026-09-11T11:53:57+00:00
PACK-5385,PO-5385,CoolChain Farms,STR-CLAM-12,strawberries,48,cases,S5385-40,2026-09-10T09:52:15+00:00
PACK-5385,PO-5385,CoolChain Farms,ROM-ICE-24,romaine,50,cases,R5385-83,2026-09-10T09:52:15+00:00
PACK-5386,PO-5386,Coastal Crisp,CRN-EAR-48,corn,16,cases,C5386-61,2026-09-09T14:26:31+00:00
PACK-5387,PO-5387,Fresh Farms,LMN-CTN-40,lemons,30,cases,L5387-75,2026-09-08T11:53:35+00:00
PACK-5388,PO-5388,Coastal Crisp,ROM-ICE-24,romaine,30,cases,R5388-52,2026-09-09T12:43:42+00:00
PACK-5389,PO-5389,Sunridge Organics,TOM-VINE-25,tomatoes,16,cases,,2026-09-09T12:25:38+00:00
PACK-5390,PO-5390,CoolChain Farms,SPI-BCH-24,spinach,60,cases,S5390-57,2026-09-10T09:01:00+00:00
PACK-5391,PO-5391,Berry Grove Co,CRN-EAR-48,corn,48,cases,C5391-23,2026-09-10T07:31:57+00:00
PACK-5392,PO-5392,Fresh Farms,SQU-YLW-20,squash,24,cases,S5392-53,2026-09-08T08:48:12+00:00
PACK-5393,PO-5393,Prairie Lot 5,LET-BIB-12,lettuce,50,cases,L5393-68,2026-09-07T10:40:02+00:00
PACK-5394,PO-5394,Fresh Farms,POT-RUS-50,potatoes,60,cases,P5394-65,2026-09-10T15:17:32+00:00
PACK-5394,PO-5394,Fresh Farms,SQU-YLW-20,squash,50,cases,S5394-75,2026-09-10T15:17:32+00:00
PACK-5395,PO-5395,Sierra Packing 2,ROM-ICE-24,romaine,48,cases,R5395-94,2026-09-11T14:54:11+00:00
PACK-5396,PO-5396,Red River Produce,CAR-BAG-50,carrots,24,cases,C5396-45,2026-09-09T14:39:20+00:00
PACK-5397,PO-5397,Coastal Crisp,CAR-BAG-50,carrots,60,cases,C5397-48,2026-09-08T10:03:18+00:00
PACK-5397,PO-5397,Coastal Crisp,MSH-CTN-10,mushrooms,60,cases,M5397-50,2026-09-08T10:03:18+00:00
PACK-5398,PO-5398,Pacific Pack 2,ONI-SK-50,onions,40,cases,O5398-96,2026-09-10T15:06:35+00:00
PACK-5399,PO-5399,Berry Grove Co 7,ONI-SK-50,onions,40,cases,O5399-24,2026-09-07T13:11:41+00:00
PACK-5400,PO-5400,Berry Grove Co 2,PEP-BLST-20,peppers,60,cases,P5400-46,2026-09-10T11:55:30+00:00
PACK-5401,PO-5401,Fresh Farms,ROM-ICE-24,romaine,12,cases,R5401-35,2026-09-11T10:44:51+00:00
PACK-5401,PO-5401,Fresh Farms,SPI-BCH-24,spinach,20,cases,S5401-46,2026-09-11T10:44:51+00:00
PACK-5402,PO-5402,Fresh Farms,BLU-FLAT-12,blueberries,40,cases,B5402-67,2026-09-10T08:22:53+00:00
PACK-5403,PO-5403,CoolChain Farms 3,BRO-CRN-20,broccoli,24,cases,B5403-75,2026-09-07T14:32:43+00:00
PACK-5404,PO-5404,GreenLeaf Produce,AVO-CS-48,avocado,48,cases,A5404-97,2026-09-11T13:56:44+00:00
PACK-5404,PO-5404,GreenLeaf Produce,SPI-BCH-24,spinach,60,cases,S5404-11,2026-09-11T13:56:44+00:00
PACK-5405,PO-5405,Harbor Greens 4,RAD-BCH-24,radish,40,cases,R5405-85,2026-09-10T08:51:39+00:00
PACK-5406,PO-5406,North Fork Cold 3,STR-CLAM-12,strawberries,16,cases,S5406-33,2026-09-09T12:16:12+00:00
PACK-5407,PO-5407,Fresh Farms,BRO-CRN-20,broccoli,20,cases,B5407-30,2026-09-12T13:24:32+00:00
PACK-5408,PO-5408,CoolChain Farms,ROM-ICE-24,romaine,40,cases,R5408-86,2026-09-09T09:18:00+00:00
PACK-5409,PO-5409,CoolChain Farms 2,CAB-GRN-20,cabbage,54,cases,C5409-19,2026-09-07T15:05:40+00:00
PACK-5410,PO-5410,Berry Grove Co,CAB-GRN-20,cabbage,10,cases,C5410-79,2026-09-11T09:50:33+00:00
PACK-5411,PO-5411,Berry Grove Co,KAL-BCH-12,kale,30,cases,K5411-37,2026-09-09T07:55:22+00:00
PACK-5412,PO-5412,Sunridge Organics,LIM-CTN-40,limes,12,cases,L5412-24,2026-09-12T12:24:33+00:00
PACK-5413,PO-5413,Sunridge Organics 5,STR-CLAM-12,strawberries,12,cases,S5413-97,2026-09-10T10:56:15+00:00
PACK-5414,PO-5414,Blue Mesa Farms 3,BLU-FLAT-12,blueberries,30,cases,B5414-13,2026-09-11T10:23:58+00:00
PACK-5415,PO-5415,Valley Mist,ROM-ICE-24,romaine,24,cases,R5415-51,2026-09-12T14:08:49+00:00
PACK-5416,PO-5416,Berry Grove Co,CEL-BCH-30,celery,24,cases,C5416-95,2026-09-09T15:13:06+00:00
PACK-5417,PO-5417,Sierra Packing 2,SQU-YLW-20,squash,48,cases,S5417-92,2026-09-10T08:57:55+00:00
PACK-5418,PO-5418,Sierra Packing 2,KAL-BCH-12,kale,12,cases,K5418-16,2026-09-11T07:44:47+00:00
PACK-5419,PO-5419,Fresh Farms,AVO-CS-48,avocado,50,cases,A5419-90,2026-09-07T09:16:35+00:00
PACK-5420,PO-5420,Pacific Pack,CUC-CTN-24,cucumbers,12,cases,C5420-99,2026-09-08T09:49:01+00:00
PACK-5421,PO-5421,Red River Produce,SPI-BCH-24,spinach,16,cases,S5421-46,2026-09-11T10:11:59+00:00
PACK-5422,PO-5422,Pacific Pack,STR-CLAM-12,strawberries,24,cases,,2026-09-10T10:52:24+00:00
PACK-5422,PO-5422,Pacific Pack,ROM-ICE-24,romaine,48,cases,,2026-09-10T10:52:24+00:00
PACK-5423,PO-5423,GreenLeaf Produce,PEP-BLST-20,peppers,40,cases,P5423-11,2026-09-11T14:22:34+00:00
PACK-5423,PO-5423,GreenLeaf Produce,BRO-CRN-20,broccoli,60,cases,B5423-28,2026-09-11T14:22:34+00:00
PACK-5424,PO-5424,GreenLeaf Produce 2,ROM-ICE-24,romaine,24,cases,R5424-54,2026-09-07T07:10:36+00:00
PACK-5425,PO-5425,North Fork Cold 4,STR-CLAM-12,strawberries,24,cases,S5425-24,2026-09-07T14:51:41+00:00
PACK-5426,PO-5426,North Fork Cold 4,BRO-CRN-20,broccoli,30,cases,B5426-95,2026-09-07T13:57:36+00:00
PACK-5427,PO-5427,Berry Grove Co 3,KAL-BCH-12,kale,24,cases,K5427-22,2026-09-07T07:58:12+00:00
PACK-5428,PO-5428,Berry Grove Co,CEL-BCH-30,celery,30,cases,C5428-98,2026-09-08T07:43:57+00:00
PACK-5429,PO-5429,Valley Mist,STR-CLAM-12,strawberries,40,cases,S5429-41,2026-09-09T11:57:36+00:00
PACK-5430,PO-5430,High Desert Growers 2,ROM-ICE-24,romaine,40,cases,R5430-71,2026-09-11T13:12:47+00:00
PACK-5431,PO-5431,CoolChain Farms,CUC-CTN-24,cucumbers,16,cases,C5431-45,2026-09-09T10:11:49+00:00
PACK-5431,PO-5431,CoolChain Farms,ASP-BCH-11,asparagus,20,cases,A5431-78,2026-09-09T10:11:49+00:00
PACK-5432,PO-5432,Valley Mist 2,ROM-ICE-24,romaine,60,cases,R5432-90,2026-09-07T13:23:56+00:00
PACK-5432,PO-5432,Valley Mist 2,CAR-BAG-50,carrots,48,cases,C5432-85,2026-09-07T13:23:56+00:00
PACK-5433,PO-5433,GreenLeaf Produce,LET-BIB-12,lettuce,40,cases,L5433-60,2026-09-07T07:26:35+00:00
PACK-5434,PO-5434,GreenLeaf Produce 3,ICE-HD-24,iceberg,6,cases,I5434-56,2026-09-08T13:43:37+00:00
PACK-5434,PO-5434,GreenLeaf Produce 3,CUC-CTN-24,cucumbers,14,cases,C5434-67,2026-09-08T13:43:37+00:00
PACK-5435,PO-5435,Sunridge Organics 2,ICE-HD-24,iceberg,40,cases,I5435-15,2026-09-07T11:57:36+00:00
PACK-5436,PO-5436,Fresh Farms,PEP-BLST-20,peppers,52,cases,P5436-59,2026-09-08T11:17:14+00:00
PACK-5437,PO-5437,Fresh Farms,ONI-SK-50,onions,60,cases,O5437-91,2026-09-09T11:00:56+00:00
PACK-5438,PO-5438,GreenLeaf Produce,KAL-BCH-12,kale,48,cases,K5438-56,2026-09-11T14:15:47+00:00
PACK-5439,PO-5439,Fresh Farms,CAU-HD-12,cauliflower,60,cases,C5439-61,2026-09-09T14:47:53+00:00
PACK-5440,PO-5440,North Fork Cold,ROM-ICE-24,romaine,20,cases,R5440-66,2026-09-08T14:32:22+00:00
PACK-5441,PO-5441,High Desert Growers 2,STR-CLAM-12,strawberries,16,cases,S5441-94,2026-09-07T07:47:32+00:00
PACK-5442,PO-5442,Fresh Farms 3,ICE-HD-24,iceberg,20,cases,I5442-92,2026-09-08T14:03:21+00:00
PACK-5443,PO-5443,Fresh Farms,ROM-ICE-24,romaine,60,cases,R5443-15,2026-09-11T07:19:15+00:00
PACK-5444,PO-5444,Berry Grove Co,AVO-CS-48,avocado,12,cases,A5444-94,2026-09-11T08:23:03+00:00
PACK-5445,PO-5445,Berry Grove Co,ASP-BCH-11,asparagus,20,cases,A5445-38,2026-09-11T15:12:05+00:00
PACK-5446,PO-5446,Blue Mesa Farms 3,BLU-FLAT-12,blueberries,20,cases,B5446-97,2026-09-11T12:15:09+00:00
PACK-5447,PO-5447,Berry Grove Co 2,ROM-ICE-24,romaine,12,cases,R5447-35,2026-09-08T11:00:38+00:00
PACK-5448,PO-5448,Sierra Packing 2,STR-CLAM-12,strawberries,12,cases,S5448-78,2026-09-09T14:53:32+00:00
PACK-5449,PO-5449,North Fork Cold,BLU-FLAT-12,blueberries,12,cases,B5449-96,2026-09-09T08:08:05+00:00
PACK-5450,PO-5450,Valley Mist,TOM-VINE-25,tomatoes,50,cases,T5450-58,2026-09-10T11:35:26+00:00
PACK-5451,PO-5451,North Fork Cold 5,AVO-CS-48,avocado,30,cases,A5451-71,2026-09-08T13:59:47+00:00
PACK-5452,PO-5452,Fresh Farms,AVO-CS-48,avocado,24,cases,A5452-10,2026-09-11T14:53:54+00:00
PACK-5453,PO-5453,Prairie Lot,KAL-BCH-12,kale,24,cases,K5453-98,2026-09-10T13:52:00+00:00
PACK-5454,PO-5454,Fresh Farms,SPI-BCH-24,spinach,50,cases,S5454-82,2026-09-11T10:37:23+00:00
PACK-5455,PO-5455,Pacific Pack,CAB-GRN-20,cabbage,50,cases,C5455-32,2026-09-08T09:29:43+00:00
PACK-5456,PO-5456,GreenLeaf Produce,LET-BIB-12,lettuce,48,cases,L5456-27,2026-09-08T11:52:30+00:00
PACK-5457,PO-5457,Valley Mist 3,HRB-MIX-12,herbs,10,cases,H5457-75,2026-09-11T12:45:07+00:00
PACK-5458,PO-5458,Blue Mesa Farms,ROM-ICE-24,romaine,48,cases,R5458-91,2026-09-08T10:01:51+00:00
PACK-5459,PO-5459,Fresh Farms,ROM-ICE-24,romaine,30,cases,R5459-20,2026-09-07T07:54:52+00:00
PACK-5460,PO-5460,Berry Grove Co 6,BLU-FLAT-12,blueberries,12,cases,B5460-32,2026-09-09T13:18:24+00:00
PACK-5461,PO-5461,Berry Grove Co,BLU-FLAT-12,blueberries,24,cases,B5461-14,2026-09-10T10:52:00+00:00
PACK-5462,PO-5462,Blue Mesa Farms 2,ROM-ICE-24,romaine,24,cases,R5462-93,2026-09-11T11:29:33+00:00
PACK-5463,PO-5463,North Fork Cold 7,AVO-CS-48,avocado,24,cases,A5463-76,2026-09-07T08:28:05+00:00
PACK-5464,PO-5464,Blue Mesa Farms 5,SQU-YLW-20,squash,40,cases,S5464-54,2026-09-07T13:08:04+00:00
PACK-5465,PO-5465,CoolChain Farms 2,AVO-CS-48,avocado,4,cases,A5465-32,2026-09-12T09:29:14+00:00
PACK-5466,PO-5466,Fresh Farms,ROM-ICE-24,romaine,60,cases,R5466-42,2026-09-08T08:02:35+00:00
PACK-5467,PO-5467,Prairie Lot,KAL-BCH-12,kale,50,cases,K5467-41,2026-09-11T14:04:50+00:00
PACK-5468,PO-5468,Coastal Crisp,ASP-BCH-11,asparagus,50,cases,A5468-24,2026-09-10T15:20:49+00:00
PACK-5469,PO-5469,Sierra Packing 3,STR-CLAM-12,strawberries,40,cases,S5469-62,2026-09-08T10:23:40+00:00
PACK-5470,PO-5470,Fresh Farms,ROM-ICE-24,romaine,40,cases,R5470-19,2026-09-12T11:32:34+00:00
PACK-5471,PO-5471,CoolChain Farms,SPI-BCH-24,spinach,14,cases,S5471-35,2026-09-09T08:39:30+00:00
PACK-5472,PO-5472,GreenLeaf Produce,SPI-BCH-24,spinach,40,cases,S5472-29,2026-09-08T09:11:55+00:00
PACK-5473,PO-5473,Fresh Farms,ROM-ICE-24,romaine,60,cases,R5473-15,2026-09-11T08:09:58+00:00
PACK-5474,PO-5474,CoolChain Farms,ICE-HD-24,iceberg,60,cases,I5474-45,2026-09-11T10:18:39+00:00
PACK-5475,PO-5475,Fresh Farms,ICE-HD-24,iceberg,60,cases,I5475-14,2026-09-08T13:32:36+00:00
PACK-5476,PO-5476,Sierra Packing 2,ROM-ICE-24,romaine,60,cases,R5476-68,2026-09-09T10:29:55+00:00
PACK-5477,PO-5477,North Fork Cold 2,KAL-BCH-12,kale,30,cases,K5477-33,2026-09-08T07:12:00+00:00
PACK-5478,PO-5478,Sunridge Organics,STR-CLAM-12,strawberries,48,cases,S5478-36,2026-09-09T09:09:17+00:00
PACK-5479,PO-5479,Valley Mist,STR-CLAM-12,strawberries,20,cases,S5479-83,2026-09-08T13:33:23+00:00
PACK-5480,PO-5480,Fresh Farms 3,MSH-CTN-10,mushrooms,24,cases,M5480-28,2026-09-10T14:04:06+00:00
PACK-5481,PO-5481,Sunridge Organics,ICE-HD-24,iceberg,60,cases,I5481-78,2026-09-11T13:26:09+00:00
PACK-5482,PO-5482,CoolChain Farms,ROM-ICE-24,romaine,10,cases,R5482-17,2026-09-10T13:50:31+00:00
PACK-5483,PO-5483,High Desert Growers 4,KAL-BCH-12,kale,40,cases,K5483-56,2026-09-07T09:18:30+00:00
PACK-5484,PO-5484,GreenLeaf Produce,KAL-BCH-12,kale,24,cases,K5484-83,2026-09-09T15:05:51+00:00
PACK-5485,PO-5485,Berry Grove Co,PEP-BLST-20,peppers,50,cases,P5485-67,2026-09-09T12:40:34+00:00
PACK-5486,PO-5486,GreenLeaf Produce,ASP-BCH-11,asparagus,40,cases,A5486-63,2026-09-11T10:23:39+00:00
PACK-5487,PO-5487,Sunridge Organics 4,KAL-BCH-12,kale,40,cases,K5487-50,2026-09-10T12:00:25+00:00
PACK-5487,PO-5487,Sunridge Organics 4,CUC-CTN-24,cucumbers,30,cases,C5487-87,2026-09-10T12:00:25+00:00
PACK-5488,PO-5488,Coastal Crisp,BLU-FLAT-12,blueberries,50,cases,B5488-62,2026-09-10T09:26:56+00:00
PACK-5489,PO-5489,Fresh Farms,BET-BCH-20,beets,16,cases,B5489-36,2026-09-07T14:25:01+00:00
PACK-5490,PO-5490,Fresh Farms,ROM-ICE-24,romaine,48,cases,R5490-77,2026-09-07T08:00:06+00:00
PACK-5491,PO-5491,GreenLeaf Produce,BET-BCH-20,beets,48,cases,B5491-49,2026-09-10T07:50:06+00:00
PACK-5491,PO-5491,GreenLeaf Produce,STR-CLAM-12,strawberries,30,cases,S5491-66,2026-09-10T07:50:06+00:00
PACK-5492,PO-5492,High Desert Growers 4,KAL-BCH-12,kale,40,cases,K5492-70,2026-09-10T08:15:33+00:00
PACK-5492,PO-5492,High Desert Growers 4,TOM-VINE-25,tomatoes,60,cases,T5492-44,2026-09-10T08:15:33+00:00
PACK-5493,PO-5493,Blue Mesa Farms,CEL-BCH-30,celery,48,cases,C5493-77,2026-09-09T08:17:44+00:00
PACK-5494,PO-5494,North Fork Cold 5,ZUC-CS-20,zucchini,50,cases,Z5494-49,2026-09-10T11:41:19+00:00
PACK-5495,PO-5495,CoolChain Farms,CRN-EAR-48,corn,20,cases,C5495-54,2026-09-08T09:21:09+00:00
PACK-5496,PO-5496,Sierra Packing 2,ICE-HD-24,iceberg,6,cases,I5496-47,2026-09-08T11:41:00+00:00
PACK-5497,PO-5497,Blue Mesa Farms,BRO-CRN-20,broccoli,52,cases,B5497-30,2026-09-09T13:55:00+00:00
PACK-5498,PO-5498,Valley Mist 4,AVO-CS-48,avocado,24,cases,A5498-76,2026-09-10T12:38:24+00:00
PACK-5499,PO-5499,Fresh Farms 4,CUC-CTN-24,cucumbers,60,cases,C5499-44,2026-09-10T14:53:39+00:00
PACK-5500,PO-5500,Berry Grove Co,TOM-VINE-25,tomatoes,50,cases,T5500-44,2026-09-08T14:24:04+00:00
PACK-5500,PO-5500,Berry Grove Co,ONI-SK-50,onions,50,cases,O5500-34,2026-09-08T14:24:04+00:00
PACK-5501,PO-5501,Prairie Lot 6,ROM-ICE-24,romaine,30,cases,R5501-66,2026-09-08T08:25:03+00:00
PACK-5502,PO-5502,Fresh Farms,AVO-CS-48,avocado,50,cases,A5502-57,2026-09-10T09:07:05+00:00
PACK-5503,PO-5503,CoolChain Farms,LET-BIB-12,lettuce,6,cases,L5503-33,2026-09-09T13:53:02+00:00
PACK-5503,PO-5503,CoolChain Farms,STR-CLAM-12,strawberries,20,cases,S5503-11,2026-09-09T13:53:02+00:00
PACK-5504,PO-5504,GreenLeaf Produce,ORG-CTN-40,oranges,14,cases,O5504-22,2026-09-07T13:41:45+00:00
PACK-5505,PO-5505,Sunridge Organics,BET-BCH-20,beets,20,cases,B5505-90,2026-09-09T15:30:13+00:00
PACK-5506,PO-5506,Blue Mesa Farms,CUC-CTN-24,cucumbers,16,cases,C5506-16,2026-09-10T13:29:59+00:00
PACK-5507,PO-5507,Berry Grove Co,STR-CLAM-12,strawberries,22,cases,S5507-25,2026-09-11T08:59:07+00:00
PACK-5508,PO-5508,Prairie Lot 6,ICE-HD-24,iceberg,20,cases,I5508-57,2026-09-08T09:12:00+00:00
PACK-5509,PO-5509,North Fork Cold,BET-BCH-20,beets,12,cases,B5509-17,2026-09-11T09:15:10+00:00
PACK-5510,PO-5510,Blue Mesa Farms,STR-CLAM-12,strawberries,60,cases,S5510-92,2026-09-08T08:26:44+00:00
PACK-5510,PO-5510,Blue Mesa Farms,CRN-EAR-48,corn,50,cases,C5510-34,2026-09-08T08:26:44+00:00
PACK-5511,PO-5511,Berry Grove Co 3,ICE-HD-24,iceberg,50,cases,I5511-81,2026-09-07T10:21:22+00:00
PACK-5512,PO-5512,Berry Grove Co,KAL-BCH-12,kale,50,cases,K5512-45,2026-09-08T13:04:31+00:00
PACK-5513,PO-5513,Sierra Packing 4,STR-CLAM-12,strawberries,30,cases,S5513-43,2026-09-11T12:14:58+00:00
PACK-5513,PO-5513,Sierra Packing 4,BLU-FLAT-12,blueberries,50,cases,B5513-10,2026-09-11T12:14:58+00:00
PACK-5514,PO-5514,GreenLeaf Produce 3,KAL-BCH-12,kale,24,cases,K5514-51,2026-09-11T11:27:24+00:00
PACK-5515,PO-5515,GreenLeaf Produce 4,ICE-HD-24,iceberg,60,cases,I5515-29,2026-09-10T12:45:34+00:00
PACK-5516,PO-5516,High Desert Growers 2,CUC-CTN-24,cucumbers,12,cases,C5516-26,2026-09-10T09:53:26+00:00
PACK-5516,PO-5516,High Desert Growers 2,STR-CLAM-12,strawberries,12,cases,S5516-35,2026-09-10T09:53:26+00:00
PACK-5517,PO-5517,Fresh Farms,CUC-CTN-24,cucumbers,60,cases,C5517-89,2026-09-07T08:46:06+00:00
PACK-5518,PO-5518,Valley Mist,ROM-ICE-24,romaine,24,cases,R5518-93,2026-09-10T09:19:03+00:00
PACK-5519,PO-5519,Fresh Farms,BRO-CRN-20,broccoli,48,cases,B5519-57,2026-09-09T14:43:53+00:00
PACK-5519,PO-5519,Fresh Farms,CAB-GRN-20,cabbage,12,cases,C5519-88,2026-09-09T14:43:53+00:00
PACK-5520,PO-5520,Fresh Farms,STR-CLAM-12,strawberries,56,cases,S5520-22,2026-09-08T07:28:46+00:00
PACK-5520,PO-5520,Fresh Farms,POT-RUS-50,potatoes,54,cases,P5520-34,2026-09-08T07:28:46+00:00
PACK-5521,PO-5521,Prairie Lot,BRO-CRN-20,broccoli,16,cases,B5521-91,2026-09-07T12:44:15+00:00
PACK-5522,PO-5522,Harbor Greens 2,STR-CLAM-12,strawberries,20,cases,S5522-80,2026-09-09T12:53:29+00:00
PACK-5523,PO-5523,Berry Grove Co,KAL-BCH-12,kale,40,cases,K5523-80,2026-09-08T10:00:42+00:00
PACK-5524,PO-5524,Valley Mist,POT-RUS-50,potatoes,24,cases,P5524-82,2026-09-12T09:54:54+00:00
PACK-5525,PO-5525,Blue Mesa Farms,LMN-CTN-40,lemons,50,cases,L5525-60,2026-09-09T10:20:49+00:00
PACK-5526,PO-5526,GreenLeaf Produce 2,GBN-CTN-20,green beans,12,cases,G5526-48,2026-09-07T07:25:18+00:00
PACK-5526,PO-5526,GreenLeaf Produce 2,LIM-CTN-40,limes,24,cases,L5526-50,2026-09-07T07:25:18+00:00
PACK-5527,PO-5527,CoolChain Farms 4,BRO-CRN-20,broccoli,20,cases,B5527-22,2026-09-07T14:08:44+00:00
PACK-5528,PO-5528,Fresh Farms,SPI-BCH-24,spinach,30,cases,S5528-48,2026-09-07T10:10:09+00:00
PACK-5529,PO-5529,Blue Mesa Farms 5,KAL-BCH-12,kale,50,cases,K5529-32,2026-09-07T10:32:36+00:00
PACK-5529,PO-5529,Blue Mesa Farms 5,ICE-HD-24,iceberg,16,cases,I5529-86,2026-09-07T10:32:36+00:00
PACK-5530,PO-5530,Fresh Farms 4,ROM-ICE-24,romaine,40,cases,R5530-54,2026-09-10T07:27:46+00:00
PACK-5530,PO-5530,Fresh Farms 4,GBN-CTN-20,green beans,48,cases,G5530-63,2026-09-10T07:27:46+00:00
PACK-5531,PO-5531,Sunridge Organics 3,CAR-BAG-50,carrots,4,cases,C5531-90,2026-09-12T08:09:55+00:00
PACK-5532,PO-5532,Fresh Farms,KAL-BCH-12,kale,18,cases,K5532-16,2026-09-08T09:44:33+00:00
PACK-5533,PO-5533,Prairie Lot 6,ROM-ICE-24,romaine,40,cases,R5533-60,2026-09-10T15:38:25+00:00
PACK-5534,PO-5534,Sunridge Organics,AVO-CS-48,avocado,16,cases,A5534-61,2026-09-07T10:00:05+00:00
PACK-5534,PO-5534,Sunridge Organics,ICE-HD-24,iceberg,20,cases,I5534-27,2026-09-07T10:00:05+00:00
PACK-5535,PO-5535,Pacific Pack,CEL-BCH-30,celery,54,cases,C5535-41,2026-09-09T08:49:31+00:00
PACK-5536,PO-5536,CoolChain Farms,PEP-BLST-20,peppers,48,cases,P5536-56,2026-09-07T13:45:27+00:00
PACK-5536,PO-5536,CoolChain Farms,KAL-BCH-12,kale,40,cases,K5536-54,2026-09-07T13:45:27+00:00
PACK-5537,PO-5537,CoolChain Farms,ORG-CTN-40,oranges,50,cases,O5537-89,2026-09-09T07:20:49+00:00
PACK-5538,PO-5538,GreenLeaf Produce 4,STR-CLAM-12,strawberries,16,cases,S5538-24,2026-09-07T07:30:59+00:00
PACK-5539,PO-5539,Prairie Lot 5,ONI-SK-50,onions,16,cases,O5539-49,2026-09-10T09:12:39+00:00
PACK-5539,PO-5539,Prairie Lot 5,TOM-VINE-25,tomatoes,12,cases,T5539-52,2026-09-10T09:12:39+00:00
PACK-5540,PO-5540,Berry Grove Co,BRO-CRN-20,broccoli,20,cases,B5540-98,2026-09-07T11:43:13+00:00
PACK-5541,PO-5541,Berry Grove Co 2,SPI-BCH-24,spinach,12,cases,S5541-46,2026-09-10T07:17:24+00:00
PACK-5542,PO-5542,GreenLeaf Produce,ROM-ICE-24,romaine,48,cases,R5542-94,2026-09-07T13:04:39+00:00
